rotation_deg,inside_ratio,outside_ratio,iou,score
0,1.0,0.0,0.769106,0.773009
2,1.0,0.0,0.769939,0.773466
4,1.0,0.0,0.77061,0.773836
6,1.0,0.0,0.769508,0.773229
8,1.0,0.0,0.769688,0.773328
10,1.0,0.0,0.769011,0.772956
12,1.0,0.0,0.769736,0.773355
14,1.0,0.0,0.769899,0.773444
16,1.0,0.0,0.77019,0.773604
18,1.0,0.0,0.771135,0.774124
20,1.0,0.0,0.770507,0.773779
22,1.0,0.0,0.770589,0.773824
24,1.0,0.0,0.770279,0.773653
26,1.0,0.0,0.770109,0.77356
28,1.0,0.0,0.770407,0.773724
30,1.0,0.0,0.768863,0.772875
32,1.0,0.0,0.77062,0.773841
34,1.0,0.0,0.768647,0.772756
36,1.0,0.0,0.770717,0.773894
38,1.0,0.0,0.769678,0.773323
40,1.0,0.0,0.768708,0.77279
42,1.0,0.0,0.769634,0.773299
44,1.0,0.0,0.769631,0.773297
46,1.0,0.0,0.770117,0.773564
48,1.0,0.0,0.771146,0.77413
50,1.0,0.0,0.769093,0.773001
52,1.0,0.0,0.769567,0.773262
54,1.0,0.0,0.771019,0.774061
56,1.0,0.0,0.768994,0.772946
58,1.0,0.0,0.770226,0.773624
60,1.0,0.0,0.769719,0.773345
62,1.0,0.0,0.770179,0.773599
64,1.0,0.0,0.770068,0.773538
66,1.0,0.0,0.769439,0.773192
68,1.0,0.0,0.768871,0.772879
70,1.0,0.0,0.769514,0.773233
72,1.0,0.0,0.769688,0.773328
74,1.0,0.0,0.770834,0.773959
76,1.0,0.0,0.769164,0.77304
78,1.0,0.0,0.769747,0.773361
80,1.0,0.0,0.769969,0.773483
82,1.0,0.0,0.770202,0.773611
84,1.0,0.0,0.769407,0.773174
86,1.0,0.0,0.769776,0.773377
88,1.0,0.0,0.769057,0.772981
90,1.0,0.0,0.768793,0.772836
92,1.0,0.0,0.769082,0.772995
94,1.0,0.0,0.770348,0.773691
96,1.0,0.0,0.76973,0.773351
98,1.0,0.0,0.769894,0.773442
100,1.0,0.0,0.768875,0.772881
102,1.0,0.0,0.767892,0.77234
104,1.0,0.0,0.76968,0.773324
106,1.0,0.0,0.769328,0.773131
108,1.0,0.0,0.768911,0.772901
110,1.0,0.0,0.769453,0.773199
112,1.0,0.0,0.769508,0.773229
114,1.0,0.0,0.770478,0.773763
116,1.0,0.0,0.769506,0.773228
118,1.0,0.0,0.769296,0.773113
120,1.0,0.0,0.768351,0.772593
122,1.0,0.0,0.769522,0.773237
124,1.0,0.0,0.769502,0.773226
126,1.0,0.0,0.769789,0.773384
128,1.0,0.0,0.76933,0.773132
130,1.0,0.0,0.769764,0.77337
132,1.0,0.0,0.770947,0.774021
134,1.0,0.0,0.769445,0.773195
136,1.0,0.0,0.769766,0.773371
138,1.0,0.0,0.770202,0.773611
140,1.0,0.0,0.76968,0.773324
142,1.0,0.0,0.769694,0.773332
144,1.0,0.0,0.770518,0.773785
146,1.0,0.0,0.768932,0.772913
148,1.0,0.0,0.770231,0.773627
150,1.0,0.0,0.769742,0.773358
152,1.0,0.0,0.771419,0.774281
154,1.0,0.0,0.770863,0.773975
156,1.0,0.0,0.770694,0.773882
158,1.0,0.0,0.768978,0.772938
160,1.0,0.0,0.770587,0.773823
162,1.0,0.0,0.770296,0.773663
164,1.0,0.0,0.771333,0.774233
