rotation_deg,inside_ratio,outside_ratio,iou,score
0,0.69277,0.30723,0.659168,0.574289
2,0.691458,0.308542,0.65499,0.571401
4,0.692461,0.307539,0.649071,0.568596
6,0.68845,0.31155,0.640014,0.56181
8,0.68667,0.31333,0.63504,0.558274
10,0.683499,0.316501,0.628605,0.553307
12,0.682238,0.317762,0.624941,0.550725
14,0.680197,0.319803,0.620901,0.547584
16,0.678943,0.321057,0.617548,0.545176
18,0.676434,0.323566,0.613504,0.541822
20,0.675424,0.324576,0.610426,0.539675
22,0.674223,0.325777,0.607769,0.537673
24,0.672865,0.327135,0.605379,0.535748
26,0.671063,0.328937,0.602327,0.533258
28,0.66859,0.33141,0.599161,0.530404
30,0.66665,0.33335,0.596791,0.528227
32,0.665085,0.334915,0.594394,0.526205
34,0.665766,0.334234,0.594156,0.52638
36,0.66581,0.33419,0.593515,0.526048
38,0.666195,0.333805,0.593701,0.526323
40,0.666013,0.333987,0.593033,0.525874
42,0.666894,0.333106,0.593877,0.526735
44,0.667459,0.332541,0.594104,0.527114
46,0.668064,0.331936,0.594636,0.527678
48,0.666655,0.333345,0.593881,0.526629
50,0.667919,0.332081,0.595326,0.527993
52,0.667167,0.332833,0.594857,0.527396
54,0.669048,0.330952,0.597476,0.529683
56,0.669966,0.330034,0.599062,0.530969
58,0.671046,0.328954,0.600602,0.532302
60,0.672273,0.327727,0.602806,0.534066
62,0.674237,0.325763,0.605616,0.536495
64,0.675216,0.324784,0.607943,0.538216
66,0.677074,0.322926,0.610902,0.540679
68,0.679111,0.320889,0.614406,0.543523
70,0.68064,0.31936,0.61753,0.545929
72,0.682543,0.317457,0.621449,0.548941
74,0.684724,0.315276,0.625325,0.552055
76,0.687641,0.312359,0.630183,0.556039
78,0.691055,0.308945,0.636041,0.560798
80,0.692528,0.307472,0.640104,0.563695
82,0.697549,0.302451,0.647606,0.57008
84,0.699149,0.300851,0.652236,0.573347
86,0.704215,0.295785,0.660409,0.580122
88,0.708144,0.291856,0.668038,0.586086
90,0.70976,0.29024,0.673007,0.589546
92,0.707094,0.292906,0.666672,0.584862
94,0.703795,0.296205,0.660039,0.57973
96,0.699058,0.300942,0.65191,0.573127
98,0.695744,0.304256,0.645668,0.568202
100,0.691849,0.308151,0.639138,0.562858
102,0.689193,0.310807,0.634275,0.558988
104,0.687441,0.312559,0.630203,0.55596
106,0.68556,0.31444,0.625975,0.552788
108,0.682366,0.317634,0.620937,0.54858
110,0.680463,0.319537,0.617253,0.545698
112,0.678654,0.321346,0.614038,0.543115
114,0.67706,0.32294,0.611027,0.540742
116,0.674705,0.325295,0.607075,0.537509
118,0.672239,0.327761,0.604003,0.534709
120,0.66995,0.33005,0.600936,0.531993
122,0.667933,0.332067,0.597982,0.52946
124,0.667681,0.332319,0.596756,0.528672
126,0.667267,0.332733,0.595954,0.528045
128,0.666871,0.333129,0.594974,0.527328
130,0.66719,0.33281,0.594539,0.527232
132,0.667065,0.332935,0.594138,0.526955
134,0.667915,0.332085,0.594692,0.527643
136,0.668327,0.331673,0.594905,0.527945
138,0.667327,0.332673,0.594356,0.527193
140,0.667059,0.332941,0.594154,0.526961
142,0.665917,0.334083,0.59339,0.526027
144,0.667485,0.332515,0.595215,0.527737
146,0.668254,0.331746,0.596239,0.528645
148,0.668347,0.331653,0.5973,0.529271
150,0.668247,0.331753,0.598064,0.529646
152,0.669548,0.330452,0.600187,0.5314
154,0.67204,0.32796,0.603421,0.534299
156,0.672909,0.327091,0.605453,0.535808
158,0.674786,0.325214,0.608674,0.538424
160,0.675434,0.324566,0.610887,0.539933
162,0.676277,0.323723,0.613459,0.541727
164,0.678495,0.321505,0.617228,0.544798
166,0.679988,0.320012,0.62065,0.547352
168,0.683908,0.316092,0.626799,0.552498
170,0.685528,0.314472,0.631147,0.555618
172,0.688327,0.311673,0.636817,0.559996
174,0.688747,0.311253,0.640912,0.562438
176,0.693224,0.306776,0.649941,0.569418
178,0.692538,0.307462,0.656901,0.572937
180,0.690756,0.309244,0.659473,0.57355
182,0.691961,0.308039,0.655345,0.571822
184,0.692003,0.307997,0.6485,0.568077
186,0.689593,0.310407,0.641313,0.563039
188,0.686744,0.313256,0.634943,0.558253
190,0.683026,0.316974,0.628421,0.552993
