rotation_deg,inside_ratio,outside_ratio,iou,score
234,0.674328,0.325672,0.594698,0.530532
236,0.675626,0.324374,0.595634,0.53163
238,0.674977,0.325023,0.59517,0.531083
240,0.673834,0.326166,0.594317,0.5301
242,0.674136,0.325864,0.59466,0.530424
244,0.674822,0.325178,0.595377,0.531128
246,0.675082,0.324918,0.59513,0.531108
248,0.674037,0.325963,0.594245,0.530151
250,0.673192,0.326808,0.593253,0.529226
252,0.67367,0.32633,0.593356,0.529497
254,0.672808,0.327192,0.59301,0.528919
256,0.673679,0.326321,0.593189,0.52941
258,0.673317,0.326683,0.59323,0.529269
260,0.673461,0.326539,0.593247,0.529343
262,0.672651,0.327349,0.592429,0.528529
264,0.673268,0.326732,0.593203,0.529232
266,0.673389,0.326611,0.593481,0.52944
268,0.672673,0.327327,0.592926,0.528812
270,0.673145,0.326855,0.593193,0.529171
272,0.672429,0.327571,0.592837,0.528653
274,0.672772,0.327228,0.592967,0.528879
276,0.672369,0.327631,0.592586,0.528488
278,0.672274,0.327726,0.592162,0.528212
280,0.672147,0.327853,0.591986,0.528059
282,0.672174,0.327826,0.592028,0.528094
284,0.670626,0.329374,0.590112,0.526344
286,0.671698,0.328302,0.591127,0.527384
288,0.670259,0.329741,0.589756,0.525982
290,0.670605,0.329395,0.590193,0.526378
292,0.670496,0.329504,0.590096,0.526276
294,0.670744,0.329256,0.590571,0.526649
296,0.671164,0.328836,0.590967,0.527056
298,0.67099,0.32901,0.590858,0.526917
300,0.671126,0.328874,0.59075,0.526919
302,0.671294,0.328706,0.591083,0.527178
304,0.671782,0.328218,0.591569,0.527665
306,0.670634,0.329366,0.590401,0.526506
308,0.671552,0.328448,0.591469,0.527506
310,0.671888,0.328112,0.591876,0.527881
312,0.671987,0.328013,0.591606,0.527778
314,0.671446,0.328554,0.591355,0.527396
316,0.67137,0.32863,0.591219,0.527287
318,0.671226,0.328774,0.591137,0.527177
320,0.671062,0.328938,0.590993,0.527024
322,0.671807,0.328193,0.59144,0.527605
324,0.671666,0.328334,0.591485,0.527567
326,0.671708,0.328292,0.590855,0.527239
328,0.672148,0.327852,0.591446,0.527762
330,0.670531,0.329469,0.590448,0.526485
332,0.673033,0.326967,0.592648,0.528821
334,0.671594,0.328406,0.591389,0.527481
336,0.673177,0.326823,0.592813,0.528977
338,0.672205,0.327795,0.592066,0.528129
340,0.672606,0.327394,0.592479,0.528537
342,0.672435,0.327565,0.592255,0.528336
344,0.672778,0.327222,0.592829,0.528806
346,0.673162,0.326838,0.592593,0.528849
348,0.672772,0.327228,0.592745,0.528757
350,0.673219,0.326781,0.592921,0.529055
352,0.674307,0.325693,0.594289,0.530297
354,0.674301,0.325699,0.594149,0.530218
356,0.67347,0.32653,0.593751,0.529625
358,0.673716,0.326284,0.593715,0.529715
