rotation_deg,inside_ratio,outside_ratio,iou,score
0,0.998984,0.001016,0.380317,0.558717
2,0.998989,0.001011,0.382057,0.559676
4,0.998479,0.001521,0.380824,0.558769
6,0.997462,0.002538,0.37971,0.557698
8,0.996427,0.003573,0.377052,0.555771
10,0.996953,0.003047,0.37925,0.557216
12,0.997467,0.002533,0.380483,0.558126
14,0.996945,0.003055,0.378284,0.556682
16,0.996481,0.003519,0.382847,0.558982
18,0.995945,0.004055,0.37949,0.556895
20,0.99647,0.00353,0.381688,0.55834
22,0.996447,0.003553,0.379177,0.556948
24,0.996439,0.003561,0.378404,0.55652
26,0.99645,0.00355,0.379563,0.557163
28,0.996477,0.003523,0.382461,0.558768
30,0.994957,0.005043,0.380888,0.557219
32,0.99596,0.00404,0.380842,0.557645
34,0.996959,0.003041,0.380023,0.557644
36,0.996022,0.003978,0.386829,0.560966
38,0.996982,0.003018,0.382921,0.559248
40,0.99748,0.00252,0.382415,0.559194
42,0.994018,0.005982,0.384794,0.558945
44,0.993955,0.006045,0.380741,0.556687
46,0.995457,0.004543,0.380768,0.557378
48,0.995962,0.004038,0.381035,0.557752
50,0.996484,0.003516,0.383234,0.559196
52,0.996468,0.003532,0.381495,0.558233
54,0.99695,0.00305,0.378864,0.557003
56,0.997484,0.002516,0.382995,0.559515
58,0.997972,0.002028,0.380363,0.558287
60,0.996965,0.003035,0.380796,0.558072
62,0.995438,0.004562,0.379224,0.55652
64,0.994924,0.005076,0.378378,0.555824
66,0.996461,0.003539,0.380722,0.557805
68,0.99798,0.00202,0.38191,0.559141
70,0.998479,0.001521,0.38063,0.558662
72,0.997454,0.002546,0.378551,0.557057
74,0.995953,0.004047,0.380263,0.557324
76,0.995344,0.004656,0.3715,0.55223
78,0.996441,0.003559,0.378598,0.556627
80,0.996452,0.003548,0.379757,0.55727
82,0.996459,0.003541,0.380529,0.557698
84,0.997439,0.002561,0.376232,0.555775
86,0.996953,0.003047,0.37925,0.557216
88,0.994877,0.005123,0.374903,0.553892
90,0.992936,0.007064,0.37963,0.555618
92,0.994906,0.005094,0.377027,0.555072
94,0.993837,0.006163,0.373408,0.552601
96,0.994869,0.005131,0.374324,0.55357
98,0.992936,0.007064,0.37963,0.555618
100,0.992335,0.007665,0.374542,0.552549
102,0.992864,0.007136,0.375772,0.553463
104,0.992933,0.007067,0.379437,0.55551
106,0.992459,0.007541,0.380714,0.555999
108,0.993921,0.006079,0.378618,0.555504
110,0.994497,0.005503,0.38371,0.558564
112,0.990385,0.009615,0.377144,0.553102
114,0.993887,0.006113,0.376496,0.554322
116,0.99194,0.00806,0.379676,0.555195
118,0.993964,0.006036,0.38132,0.55701
120,0.994428,0.005572,0.378884,0.555879
122,0.99489,0.00511,0.375869,0.554428
124,0.995429,0.004571,0.378451,0.556091
126,0.995986,0.004014,0.383353,0.559038
128,0.996959,0.003041,0.380023,0.557644
130,0.996979,0.003021,0.382535,0.559035
132,0.997486,0.002514,0.383382,0.559729
134,0.996967,0.003033,0.380989,0.558179
136,0.995443,0.004557,0.37961,0.556735
138,0.996988,0.003012,0.383694,0.559676
140,0.996481,0.003519,0.382847,0.558982
142,0.99798,0.00202,0.38191,0.559141
144,0.998489,0.001511,0.383143,0.560049
146,0.998486,0.001514,0.38237,0.559622
148,0.997974,0.002026,0.38075,0.558501
150,0.996959,0.003041,0.380023,0.557644
152,0.996977,0.003023,0.382342,0.558928
154,0.998479,0.001521,0.38063,0.558662
156,0.999491,0.000509,0.379617,0.55856
158,0.998988,0.001012,0.381864,0.55957
160,0.997486,0.002514,0.383382,0.559729
162,0.997445,0.002555,0.377198,0.556309
164,0.998483,0.001517,0.38179,0.559302
166,0.996918,0.003082,0.375,0.554863
168,0.998479,0.001521,0.38063,0.558662
170,0.996434,0.003566,0.377825,0.556199
172,0.996397,0.003603,0.373962,0.554058
174,0.997449,0.002551,0.377778,0.55663
176,0.996929,0.003071,0.376352,0.555612
178,0.99591,0.00409,0.376207,0.555073
180,0.996436,0.003564,0.378018,0.556306
182,0.996468,0.003532,0.381495,0.558233
184,0.996405,0.003595,0.374734,0.554486
186,0.996394,0.003606,0.373575,0.553844
188,0.995387,0.004613,0.374976,0.554161
190,0.996943,0.003057,0.378091,0.556575
192,0.99847,0.00153,0.378504,0.557489
194,0.998473,0.001527,0.379084,0.557809
196,0.998995,0.001005,0.384571,0.561062
198,0.998991,0.001009,0.382831,0.560103
200,0.998989,0.001011,0.382251,0.559783
202,0.999495,0.000505,0.382711,0.560264
204,0.999495,0.000505,0.382518,0.560157
206,0.997467,0.002533,0.380483,0.558126
208,0.994932,0.005068,0.378958,0.556146
210,0.994967,0.005033,0.38166,0.557648
212,0.997984,0.002016,0.382683,0.559568
214,0.998501,0.001499,0.38643,0.561862
