rotation_deg,inside_ratio,outside_ratio,iou,score
234,0.997543,0.002457,0.334514,0.532877
236,0.997556,0.002444,0.335777,0.533577
238,0.997054,0.002946,0.334105,0.532432
240,0.996658,0.003342,0.333637,0.531996
242,0.994321,0.005679,0.333879,0.531078
244,0.992851,0.007149,0.333339,0.530119
246,0.991154,0.008846,0.33144,0.528311
248,0.989142,0.010858,0.33192,0.52767
250,0.987376,0.012624,0.330844,0.526283
252,0.986273,0.013727,0.329718,0.525168
254,0.984896,0.015104,0.327919,0.523558
256,0.983345,0.016655,0.328537,0.5232
258,0.981878,0.018122,0.327865,0.522171
260,0.981486,0.018514,0.327646,0.521874
262,0.980579,0.019421,0.327621,0.521452
264,0.979569,0.020431,0.326636,0.520456
266,0.979041,0.020959,0.326555,0.520174
268,0.97868,0.02132,0.326836,0.520165
270,0.978436,0.021564,0.326721,0.519993
272,0.978959,0.021041,0.326007,0.519836
274,0.979219,0.020781,0.325579,0.519717
276,0.979308,0.020692,0.327026,0.520553
278,0.979853,0.020147,0.326559,0.520541
280,0.980807,0.019193,0.3266,0.520993
282,0.982532,0.017468,0.327562,0.522298
284,0.983053,0.016947,0.328395,0.522991
286,0.983805,0.016195,0.329151,0.523745
288,0.985695,0.014305,0.32962,0.524854
290,0.986998,0.013002,0.329767,0.525521
292,0.987868,0.012132,0.331167,0.526683
294,0.990071,0.009929,0.332381,0.528342
296,0.991771,0.008229,0.332805,0.52934
298,0.993535,0.006465,0.333702,0.530627
300,0.995283,0.004717,0.333499,0.531302
302,0.997208,0.002792,0.335258,0.533136
304,0.998424,0.001576,0.334034,0.53301
306,0.998627,0.001373,0.335657,0.533993
308,0.998286,0.001714,0.335988,0.534022
310,0.997598,0.002402,0.335806,0.533612
312,0.997005,0.002995,0.335044,0.532927
314,0.996461,0.003539,0.334359,0.532305
316,0.995928,0.004072,0.334674,0.532238
318,0.995246,0.004754,0.334646,0.531916
320,0.995152,0.004848,0.334833,0.531977
322,0.994852,0.005148,0.334276,0.531535
324,0.994841,0.005159,0.333576,0.531145
326,0.994915,0.005085,0.335252,0.5321
328,0.994751,0.005249,0.334039,0.531359
330,0.994707,0.005293,0.334326,0.531497
332,0.995212,0.004788,0.335671,0.532465
334,0.995533,0.004467,0.334271,0.531839
336,0.995969,0.004031,0.33399,0.53188
338,0.99643,0.00357,0.336053,0.533223
340,0.997166,0.002834,0.336783,0.533955
342,0.997795,0.002205,0.336231,0.533935
344,0.99838,0.00162,0.335945,0.534041
346,0.999066,0.000934,0.335996,0.534377
348,0.999463,0.000537,0.33845,0.535905
350,0.999706,0.000294,0.33813,0.535839
352,1.0,0.0,0.338967,0.536432
354,1.0,0.0,0.339084,0.536496
356,1.0,0.0,0.338659,0.536262
358,1.0,0.0,0.338576,0.536217
