rotation_deg,inside_ratio,outside_ratio,iou,score
246,0.940436,0.059564,0.802478,0.764559
248,0.928442,0.071558,0.789495,0.752021
250,0.912218,0.087782,0.76807,0.732937
252,0.894696,0.105304,0.739956,0.709589
254,0.87853,0.12147,0.71454,0.688336
256,0.861223,0.138777,0.692218,0.66827
258,0.845717,0.154283,0.671122,0.649689
260,0.831268,0.168732,0.651772,0.632545
262,0.816701,0.183299,0.633411,0.615892
264,0.804606,0.195394,0.617458,0.601674
266,0.792273,0.207727,0.602159,0.58771
268,0.781663,0.218337,0.58979,0.576133
270,0.770769,0.229231,0.576968,0.564178
272,0.762666,0.237334,0.566151,0.554583
274,0.75436,0.24564,0.555868,0.545189
276,0.744998,0.255002,0.546818,0.535999
278,0.738824,0.261176,0.53907,0.528959
280,0.733114,0.266886,0.532182,0.522602
282,0.72792,0.27208,0.526475,0.517125
284,0.721934,0.278066,0.520435,0.51111
286,0.7169,0.2831,0.515346,0.506045
288,0.713698,0.286302,0.51138,0.502423
290,0.710907,0.289093,0.507973,0.499293
292,0.707367,0.292633,0.504975,0.496051
294,0.705405,0.294595,0.503077,0.494125
296,0.704986,0.295014,0.502169,0.493437
298,0.703629,0.296371,0.500426,0.491867
300,0.704726,0.295274,0.500705,0.492515
302,0.704099,0.295901,0.501056,0.492425
304,0.707264,0.292736,0.50251,0.49465
306,0.706203,0.293797,0.503007,0.494445
308,0.707715,0.292285,0.504978,0.49621
310,0.711463,0.288537,0.5087,0.499943
312,0.715169,0.284831,0.512295,0.503589
314,0.718913,0.281087,0.515988,0.507304
316,0.723032,0.276968,0.521213,0.512031
318,0.727233,0.272767,0.526153,0.516639
320,0.734427,0.265573,0.534464,0.524448
322,0.739422,0.260578,0.539775,0.529616
324,0.748624,0.251376,0.549316,0.539005
326,0.75352,0.24648,0.556963,0.545414
328,0.763785,0.236215,0.567413,0.55578
330,0.772104,0.227896,0.57784,0.565259
332,0.781903,0.218097,0.590496,0.576629
334,0.793422,0.206578,0.602741,0.588547
336,0.80586,0.19414,0.617674,0.602358
338,0.816403,0.183597,0.633349,0.615724
340,0.83041,0.16959,0.652193,0.632391
342,0.847239,0.152761,0.673221,0.651529
344,0.863603,0.136397,0.69436,0.670519
346,0.880812,0.119188,0.718231,0.691392
348,0.896308,0.103692,0.744496,0.712811
350,0.916389,0.083611,0.774626,0.738419
352,0.938163,0.061837,0.809675,0.767494
354,0.95716,0.04284,0.843496,0.794644
356,0.980013,0.019987,0.887476,0.829117
358,0.995786,0.004214,0.930509,0.859883
