rotation_deg,inside_ratio,outside_ratio,iou,score
0,1.0,0.0,0.961305,0.878718
2,0.997182,0.002818,0.952139,0.872408
4,0.990434,0.009566,0.928492,0.856366
6,0.977003,0.022997,0.899368,0.834304
8,0.965537,0.034463,0.876866,0.816768
10,0.953895,0.046105,0.854426,0.799187
12,0.943686,0.056314,0.834086,0.783406
14,0.933214,0.066786,0.815899,0.768691
16,0.923829,0.076171,0.798895,0.755115
18,0.914876,0.085124,0.784478,0.743157
20,0.906376,0.093624,0.769023,0.730832
22,0.897426,0.102574,0.754389,0.718756
24,0.890593,0.109407,0.743901,0.709912
26,0.881375,0.118625,0.729692,0.69795
28,0.873681,0.126319,0.719177,0.688704
30,0.865301,0.134699,0.70813,0.678857
32,0.858862,0.141138,0.698883,0.670874
34,0.854438,0.145562,0.690867,0.664474
36,0.849199,0.150801,0.682701,0.657625
38,0.845563,0.154437,0.677194,0.65296
40,0.840972,0.159028,0.67031,0.647108
42,0.837896,0.162104,0.665643,0.643157
44,0.83455,0.16545,0.660468,0.638805
46,0.830798,0.169202,0.654957,0.634085
48,0.825286,0.174714,0.649383,0.62854
50,0.822274,0.177726,0.644733,0.624627
52,0.817405,0.182595,0.638779,0.619161
54,0.814664,0.185336,0.63503,0.615865
56,0.810034,0.189966,0.629384,0.610677
58,0.806016,0.193984,0.623951,0.60588
60,0.800456,0.199544,0.617933,0.600068
62,0.795407,0.204593,0.612017,0.594542
64,0.787865,0.212135,0.603254,0.586329
66,0.779725,0.220275,0.592248,0.576613
68,0.769819,0.230181,0.5793,0.565034
70,0.760112,0.239888,0.5685,0.554725
72,0.75119,0.24881,0.558848,0.545402
74,0.742421,0.257579,0.549062,0.536073
76,0.735385,0.264615,0.541179,0.528572
78,0.729051,0.270949,0.534548,0.522074
80,0.721813,0.278187,0.528113,0.515278
82,0.718254,0.281746,0.523883,0.51135
84,0.712419,0.287581,0.519092,0.506089
86,0.709671,0.290329,0.516323,0.503329
88,0.708428,0.291572,0.514719,0.501888
90,0.709777,0.290223,0.51489,0.502589
92,0.708278,0.291722,0.514828,0.50188
94,0.710671,0.289329,0.51718,0.504251
96,0.712919,0.287081,0.519545,0.506563
98,0.717393,0.282607,0.52339,0.510691
100,0.72207,0.27793,0.528107,0.515391
102,0.728504,0.271496,0.53506,0.52211
104,0.736044,0.263956,0.542137,0.529395
106,0.744621,0.255379,0.550638,0.537931
