rotation_deg,inside_ratio,outside_ratio,iou,score
0,1.0,0.0,0.29179,0.510485
2,0.999494,0.000506,0.292932,0.510885
4,0.999493,0.000507,0.292191,0.510477
6,1.0,0.0,0.291938,0.510566
8,1.0,0.0,0.290308,0.50967
10,0.999492,0.000508,0.291599,0.510151
12,1.0,0.0,0.292531,0.510892
14,1.0,0.0,0.291049,0.510077
16,1.0,0.0,0.294754,0.512115
18,1.0,0.0,0.292383,0.510811
20,1.0,0.0,0.293865,0.511626
22,1.0,0.0,0.291938,0.510566
24,1.0,0.0,0.291346,0.51024
26,0.999493,0.000507,0.292043,0.510396
28,0.999497,0.000503,0.294266,0.51162
30,0.999496,0.000504,0.293673,0.511293
32,0.999495,0.000505,0.293229,0.511048
34,0.999493,0.000507,0.292191,0.510477
36,0.998508,0.001492,0.297437,0.512919
38,0.999497,0.000503,0.294414,0.511701
40,0.999496,0.000504,0.293821,0.511375
42,0.999003,0.000997,0.296889,0.51284
44,0.998992,0.001008,0.293778,0.511124
46,0.99899,0.00101,0.293185,0.510798
48,0.99899,0.00101,0.293185,0.510798
50,0.999498,0.000502,0.294858,0.511946
52,0.999495,0.000505,0.293525,0.511212
54,0.999492,0.000508,0.291302,0.509988
56,0.998993,0.001007,0.294074,0.511288
58,1.0,0.0,0.292235,0.510729
60,0.999494,0.000506,0.292784,0.510804
62,0.999493,0.000507,0.292191,0.510477
64,0.998477,0.001523,0.291364,0.509565
66,0.998989,0.001011,0.292741,0.510552
68,0.999495,0.000505,0.293229,0.511048
70,0.998986,0.001014,0.291852,0.510062
72,0.998982,0.001018,0.290667,0.509408
74,0.997977,0.002023,0.29221,0.509805
76,0.998448,0.001552,0.285884,0.506538
78,0.999492,0.000508,0.291302,0.509988
80,0.999493,0.000507,0.292191,0.510477
82,0.999494,0.000506,0.292784,0.510804
84,0.998463,0.001537,0.288698,0.508092
86,0.998476,0.001524,0.291216,0.509483
88,0.999488,0.000512,0.28908,0.508763
90,0.998991,0.001009,0.293333,0.510879
92,0.997962,0.002038,0.290136,0.508658
94,0.995891,0.004109,0.287004,0.506003
96,0.997435,0.002565,0.287872,0.507175
98,0.997477,0.002523,0.292759,0.509882
100,0.996934,0.003066,0.288866,0.507497
102,0.996432,0.003568,0.289415,0.507573
104,0.995457,0.004543,0.291845,0.508471
106,0.995978,0.004022,0.293221,0.509462
108,0.996454,0.003546,0.291192,0.50856
110,0.997499,0.002501,0.295276,0.511276
112,0.995951,0.004049,0.291297,0.508391
114,0.996943,0.003057,0.289754,0.507989
116,0.996474,0.003526,0.29282,0.509464
118,0.997485,0.002515,0.293647,0.510374
120,0.997974,0.002026,0.291765,0.509559
122,0.997445,0.002555,0.289057,0.507831
124,0.997969,0.002031,0.291025,0.50915
126,0.998996,0.001004,0.294963,0.511778
128,0.998986,0.001014,0.292,0.510144
130,0.999496,0.000504,0.294118,0.511538
132,1.0,0.0,0.294754,0.512115
134,1.0,0.0,0.293124,0.511218
136,1.0,0.0,0.292679,0.510974
138,1.0,0.0,0.295199,0.512359
140,1.0,0.0,0.294754,0.512115
142,1.0,0.0,0.29342,0.511381
144,1.0,0.0,0.294161,0.511789
146,1.0,0.0,0.293568,0.511463
148,1.0,0.0,0.292531,0.510892
150,1.0,0.0,0.292383,0.510811
152,1.0,0.0,0.294161,0.511789
154,1.0,0.0,0.292235,0.510729
156,1.0,0.0,0.291049,0.510077
158,1.0,0.0,0.292976,0.511137
160,1.0,0.0,0.294754,0.512115
162,1.0,0.0,0.290012,0.509507
164,1.0,0.0,0.293124,0.511218
166,1.0,0.0,0.28853,0.508691
168,1.0,0.0,0.292235,0.510729
170,1.0,0.0,0.290901,0.509996
172,1.0,0.0,0.287937,0.508365
174,1.0,0.0,0.290456,0.509751
176,0.999488,0.000512,0.289376,0.508927
178,0.999489,0.000511,0.289673,0.50909
180,1.0,0.0,0.291049,0.510077
182,1.0,0.0,0.293717,0.511544
184,1.0,0.0,0.28853,0.508691
186,0.999485,0.000515,0.28745,0.507866
188,1.0,0.0,0.289123,0.509017
190,1.0,0.0,0.290901,0.509996
192,0.99949,0.00051,0.290413,0.509498
194,1.0,0.0,0.291049,0.510077
196,1.0,0.0,0.29505,0.512278
198,0.999495,0.000505,0.293525,0.511212
200,1.0,0.0,0.293272,0.5113
202,0.999495,0.000505,0.293229,0.511048
204,0.999495,0.000505,0.29308,0.510967
206,0.999493,0.000507,0.29234,0.510559
208,0.999493,0.000507,0.292191,0.510477
210,0.99849,0.00151,0.293882,0.510956
212,0.998992,0.001008,0.29363,0.511043
214,0.999001,0.000999,0.296296,0.512513
216,0.998987,0.001013,0.292296,0.510307
218,0.999002,0.000998,0.296741,0.512759
220,0.998492,0.001508,0.294327,0.511201
222,0.997964,0.002036,0.290432,0.508822
224,0.998993,0.001007,0.294074,0.511288
226,0.998981,0.001019,0.29037,0.509245
228,0.999003,0.000997,0.296889,0.51284
230,0.998504,0.001496,0.296697,0.51251
232,0.998987,0.001013,0.292148,0.510226
234,0.999498,0.000502,0.295303,0.512191
236,0.999495,0.000505,0.293525,0.511212
238,0.999495,0.000505,0.293229,0.511048
240,0.998984,0.001016,0.291407,0.509817
242,1.0,0.0,0.293717,0.511544
244,0.999489,0.000511,0.289821,0.509171
246,0.999491,0.000509,0.29071,0.509661
248,0.998986,0.001014,0.292,0.510144
250,0.998992,0.001008,0.293778,0.511124
252,0.999488,0.000512,0.289228,0.508845
254,0.999491,0.000509,0.29071,0.509661
256,0.999492,0.000508,0.291451,0.510069
258,0.99897,0.00103,0.287259,0.507529
260,0.998464,0.001536,0.288846,0.508174
262,0.999491,0.000509,0.29071,0.509661
264,0.998985,0.001015,0.291704,0.50998
266,0.998981,0.001019,0.29037,0.509245
268,0.997455,0.002545,0.290241,0.508488
270,0.996951,0.003049,0.290495,0.5084
272,0.996974,0.003026,0.292715,0.509632
274,0.997939,0.002061,0.286878,0.506856
276,0.995956,0.004044,0.291593,0.508556
278,0.995876,0.004124,0.285968,0.505427
280,0.995403,0.004597,0.288442,0.506574
282,0.995418,0.004582,0.28933,0.507069
284,0.996456,0.003544,0.29134,0.508642
286,0.996477,0.003523,0.293116,0.509629
288,0.99445,0.00555,0.291611,0.507889
290,0.994937,0.005063,0.290766,0.507643
292,0.996459,0.003541,0.291636,0.508806
294,0.996468,0.003532,0.292376,0.509218
296,0.995931,0.004069,0.289816,0.507568
298,0.99745,0.00255,0.289649,0.50816
300,0.995466,0.004534,0.292437,0.5088
302,0.9975,0.0025,0.295424,0.511358
304,0.998498,0.001502,0.295512,0.511856
306,0.998998,0.001002,0.295556,0.512105
308,0.998506,0.001494,0.296993,0.512674
310,0.998997,0.001003,0.295259,0.511941
312,0.999498,0.000502,0.295007,0.512028
314,1.0,0.0,0.293865,0.511626
316,1.0,0.0,0.294754,0.512115
318,1.0,0.0,0.294013,0.511707
320,1.0,0.0,0.29594,0.512767
322,1.0,0.0,0.293717,0.511544
324,1.0,0.0,0.292679,0.510974
326,1.0,0.0,0.294013,0.511707
328,1.0,0.0,0.29505,0.512278
330,1.0,0.0,0.294606,0.512033
332,1.0,0.0,0.292828,0.511055
334,1.0,0.0,0.293124,0.511218
336,1.0,0.0,0.292235,0.510729
338,1.0,0.0,0.292828,0.511055
340,1.0,0.0,0.294754,0.512115
342,1.0,0.0,0.293272,0.5113
344,1.0,0.0,0.290753,0.509914
346,1.0,0.0,0.288234,0.508528
348,1.0,0.0,0.288975,0.508936
350,0.99949,0.00051,0.290562,0.50958
352,0.999493,0.000507,0.292191,0.510477
354,1.0,0.0,0.289123,0.509017
356,1.0,0.0,0.290308,0.50967
358,1.0,0.0,0.290605,0.509833
